firstname,surname,email,phone,olp23_ballot1,dob,street_address,municipality,postcode,Gender,organizer,comms_consent,division_electoral_district
Reese,Monroe,reese.monroe003@example.com,5550707599,Nate Erskine-Smith,2001-09-13,184 Riverstone Cres,Owen Sound,N4K 6E1,,,TRUE,Bruce—Grey—Owen Sound
Jordan,Prescott,jordan.prescott168@sandbox.net,5554423534,Nate Erskine-Smith,1993-09-13,932 Cedar Cres,Brampton,L6P 1G2,,HarminderDhillon,TRUE,Brampton East
Lennon,Monroe,lennon.monroe221@example.com,5554350261,Nate Erskine-Smith,1992-09-13,534 Hawthorn Dr,Toronto,M6H 2Y1,,,TRUE,Davenport
Sawyer,Harrison,sawyer.harrison021@sandbox.net,5553710754,Nate Erskine-Smith,1990-09-13,865 Sycamore Way,Waterloo,N2J 1R1,,,TRUE,Waterloo
Riley,Sterling,riley.sterling240@example.com,5556985117,Nate Erskine-Smith,1988-09-13,809 Riverstone St,Kitchener,P6A 6L8,Male,,TRUE,
Hayden,Bennett,hayden.bennett095@example.com,5551525669,Nate Erskine-Smith,1985-09-13,823 Magnolia Ln,Ottawa,K1S 5W6,Male,,TRUE,Ottawa Centre
Dakota,Noble,dakota.noble249@example.com,5552131165,Nate Erskine-Smith,1984-09-13,552 Magnolia Blvd,Brampton,L7A 5A6,,,TRUE,Brampton West
Tatum,Whitaker,tatum.whitaker037@example.com,5556766926,Nate Erskine-Smith,1947-09-13,124-234 Hemlock Ln,St Catharines,L2N 5K6,,DavePyette,TRUE,St. Catharines
Hayden,Everett,hayden.everett171@demoapp.dev,5557012657,Nate Erskine-Smith,1945-09-13,462 Laurel Ave,Dundas,L9H 1S1,Female,,TRUE,Hamilton West—Ancaster—Dundas
Parker,Bennett,parker.bennett119@samplemail.com,5559078083,Nate Erskine-Smith,1938-09-13,138 Pinecrest Dr,Subury,,,,TRUE,
Parker,Callaghan,parker.callaghan192@testmail.org,5559775455,Nate Erskine-Smith,1937-09-13,195 Magnolia Dr,Toronto,M6R 1W2,,,TRUE,Taiaiako'n—Parkdale—High Park
Sloane,Jamison,sloane.jamison251@demoapp.dev,5554961343,Nate Erskine-Smith,2008-09-12,920 Juniper Blvd,Whitby,L1P 1M1,,,TRUE,Whitby
Tatum,Jamison,tatum.jamison088@testmail.org,5551572655,Nate Erskine-Smith,2008-09-12,241 Willow Ave,Whitby,L1P 1M1,,,TRUE,Whitby
Sawyer,Everett,sawyer.everett019@demoapp.dev,5550014167,Nate Erskine-Smith,1994-09-12,732 Magnolia Dr,York,M6M 3N3,Female,,TRUE,Davenport
Rowan,Everett,rowan.everett236@sandbox.net,5552951623,Nate Erskine-Smith,1991-09-12,272-659 Pinecrest Pl,East York,M4C 5L9,,SarwarChoudhury,TRUE,Beaches—East York
Harper,Noble,harper.noble114@samplemail.com,5553817328,Nate Erskine-Smith,1986-09-12,482 Chestnut Blvd,Toronto,M5V 0P1,,Cavan,TRUE,Spadina—Harbourfront
Quinn,Dalton,quinn.dalton027@testmail.org,5555668203,Nate Erskine-Smith,1968-09-12,252 Elm Ln,Oakville,L6J 1H4,,,TRUE,Oakville East
Avery,Fitzgerald,avery.fitzgerald043@demoapp.dev,5555684108,Nate Erskine-Smith,1967-09-12,476 Laurel Terr,Toronto,K2C 2C9,,,TRUE,
Tatum,Noble,tatum.noble151@demoapp.dev,5550634921,Nate Erskine-Smith,1954-09-12,981 Spruce Pl,Toronto,,,pothomela,TRUE,
Harper,Oakley,harper.oakley084@samplemail.com,5554266731,Nate Erskine-Smith,1952-09-12,309-605 Willow Dr,Toronto,M4L 3K8,,,TRUE,Beaches—East York
Skyler,Gallagher,skyler.gallagher129@demoapp.dev,5555799614,Nate Erskine-Smith,1945-09-12,458 Spruce Dr,Sarnia,N7T 7H3,,,TRUE,Sarnia—Lambton—Bkejwanong
Finley,Archer,finley.archer209@example.com,5552682900,Nate Erskine-Smith,1939-09-12,303 Magnolia Ln,Camlachie,,,,TRUE,
Finley,Archer,finley.archer163@samplemail.com,5552682900,Nate Erskine-Smith,1939-09-12,303 Magnolia Ln,Camlachie,,Female,,TRUE,
Tatum,Whitaker,tatum.whitaker111@testmail.org,5552978085,Nate Erskine-Smith,1997-09-11,265 Juniper Way,Kingston,K7M 2X4,,abbytait,TRUE,Kingston and the Islands
Finley,Ramsey,finley.ramsey143@sandbox.net,5553996943,Nate Erskine-Smith,1996-09-11,270 Maple Cres,Guelph,N1H 1T3,,,TRUE,Guelph
Avery,Jamison,avery.jamison160@sandbox.net,5556693835,Nate Erskine-Smith,1990-09-11,823 Silverleaf Rd,Ottawa,K1B 5B5,Male,,TRUE,Ottawa South
Sawyer,Langley,sawyer.langley122@testmail.org,5559619315,Nate Erskine-Smith,1988-09-11,355 Elm Ave,Guelph,N1L 0N2,,,TRUE,Wellington—Halton Hills North
Sawyer,Fitzgerald,sawyer.fitzgerald117@demoapp.dev,5557557634,Nate Erskine-Smith,1983-09-11,552 Foxglove Blvd,Ottawa,K2P 0B7,,,TRUE,Ottawa Centre
Avery,Jamison,avery.jamison254@demoapp.dev,5558891128,Nate Erskine-Smith,1981-09-11,652 Willow Ln,York,M6E 3K3,,,TRUE,Toronto—St. Paul's
Sloane,Monroe,sloane.monroe029@demoapp.dev,5555266958,Nate Erskine-Smith,1973-09-11,386 Pinecrest St,Ajax,,,EmdadKhan,TRUE,
Skyler,Kensington,skyler.kensington057@demoapp.dev,5558991908,Nate Erskine-Smith,1971-09-11,692 Cedar Pl,Toronto,M4C 1X7,,JeanneMcKane,TRUE,Beaches—East York
Peyton,Fitzgerald,peyton.fitzgerald105@sandbox.net,5551702735,Nate Erskine-Smith,1970-09-11,728 Poplar Way,Windsor,N8P 0G4,,,TRUE,Windsor—Tecumseh—Lakeshore
Sloane,Everett,sloane.everett030@samplemail.com,5550770949,Nate Erskine-Smith,1969-09-11,137 Chestnut Way,Kingston,M1K 1H5,,,TRUE,Scarborough Southwest
Rowan,Jamison,rowan.jamison156@example.com,5550420237,Nate Erskine-Smith,1961-09-11,203 Juniper Rd,Milton,L9T 6V7,,,TRUE,Milton East—Halton Hills South
Emerson,Gallagher,emerson.gallagher050@demoapp.dev,5558628456,Nate Erskine-Smith,1956-09-11,484 Hawthorn Blvd,Toronto,M4E 2W9,,,TRUE,Beaches—East York
Sloane,Langley,sloane.langley152@sandbox.net,5555922505,Nate Erskine-Smith,1956-09-11,829 Pinecrest Blvd,Scarborough,M1K 1L3,,,TRUE,Scarborough Southwest
Dakota,Langley,dakota.langley007@demoapp.dev,5553531842,Nate Erskine-Smith,1955-09-11,990 Foxglove Rd,Toronto,M4C 4J4,,,TRUE,Beaches—East York
Quinn,Noble,quinn.noble136@example.com,5554261025,Nate Erskine-Smith,1945-09-11,295-181 Hawthorn Cres,,,,,TRUE,
Reese,Noble,reese.noble207@sandbox.net,5554261025,Nate Erskine-Smith,1945-09-11,575 Poplar Rd,Kingston,L0E 1L0,,,TRUE,
Sawyer,Whitaker,sawyer.whitaker151@testmail.org,5553899706,Nate Erskine-Smith,1943-09-11,884 Chestnut St,Guelph,N1G 3C5,,,TRUE,Guelph
Finley,Callaghan,finley.callaghan127@example.com,5559977134,Nate Erskine-Smith,2003-09-10,136 Laurel Terr,Etobicoke,M9P 2Y5,,,TRUE,York South—Weston—Etobicoke
Morgan,Monroe,morgan.monroe174@samplemail.com,5559103860,Nate Erskine-Smith,2001-09-10,730 Willow Terr,Stouffville,L4A 0A8,Male,,TRUE,York—Durham
Sawyer,Callaghan,sawyer.callaghan122@demoapp.dev,5556439814,Nate Erskine-Smith,2000-09-10,145-501 Silverleaf Way,Toronto,M5A 3K3,,Mizan,TRUE,Toronto Centre
Skyler,Prescott,skyler.prescott014@example.com,5551962955,Nate Erskine-Smith,1996-09-10,444 Riverstone St,Scarborough,M1M 3H7,,SarwarChoudhury,TRUE,Scarborough Southwest
Finley,Winslow,finley.winslow091@example.com,5558627279,Nate Erskine-Smith,1985-09-10,349-918 Laurel Terr,Newmarket,L3Y 5H9,,,TRUE,Newmarket—Aurora
Emerson,Fitzgerald,emerson.fitzgerald240@samplemail.com,5552114580,Nate Erskine-Smith,1983-09-10,569 Pinecrest Ave,Toronto,M3C 1L5,Female,MattNoble,TRUE,Don Valley West
Emerson,Thatcher,emerson.thatcher080@demoapp.dev,5551166784,Nate Erskine-Smith,1982-09-10,680 Elm St,Oakville,L6H 4W2,,MarkvanZandvoort,TRUE,Oakville East
Skyler,Bennett,skyler.bennett035@testmail.org,5559491026,Nate Erskine-Smith,1981-09-10,933 Spruce St,Brampton,L6X 5A9,,,TRUE,Brampton Centre
Morgan,Harrison,morgan.harrison224@sandbox.net,5558878764,Nate Erskine-Smith,1979-09-10,661 Maple Cres,Mississauga,L4T 2J5,,HarminderDhillon,TRUE,Mississauga—Malton
Morgan,Harrison,morgan.harrison178@demoapp.dev,5558878764,Nate Erskine-Smith,1979-09-10,661 Maple Cres,Mississauga,L4T 2J5,,HarminderDhillon,TRUE,Mississauga—Malton
Lennon,Harrison,lennon.harrison138@samplemail.com,5552293109,Nate Erskine-Smith,1979-09-10,812 Silverleaf St,Mississauga,L4T 2J5,,HarminderDhillon,TRUE,Mississauga—Malton
Sawyer,Callaghan,sawyer.callaghan252@testmail.org,5556132239,Nate Erskine-Smith,1975-09-10,129-998 Pinecrest St,Milton,L9T 0X4,,,TRUE,Burlington North—Milton West
Hayden,Ramsey,hayden.ramsey186@demoapp.dev,5550326216,Nate Erskine-Smith,1961-09-10,852 Silverleaf Terr,Toronto,M4K 0A5,Female,,TRUE,Toronto—Danforth
Harper,Whitaker,harper.whitaker197@demoapp.dev,5555920371,Nate Erskine-Smith,1955-09-10,167-103 Magnolia Ave,Toronto,M4C 5K3,Female,,TRUE,Beaches—East York
Morgan,Oakley,morgan.oakley242@samplemail.com,5552696546,Nate Erskine-Smith,1954-09-10,176-950 Maple Cres,Whitby,L1P 1X5,,EmdadKhan,TRUE,Whitby
Skyler,Sterling,skyler.sterling246@example.com,5550543243,Nate Erskine-Smith,1953-09-10,775 Birch St,Caledon,L7E 4H3,,HarminderDhillon,TRUE,Dufferin—Caledon
Sawyer,Monroe,sawyer.monroe172@samplemail.com,5551689364,Nate Erskine-Smith,1951-09-10,734 Sycamore Way,Ajax,L1S 2W7,,,TRUE,Ajax
Hayden,Dalton,hayden.dalton021@sandbox.net,5551112732,Nate Erskine-Smith,1943-09-10,630 Pinecrest Blvd,Mississauga,L5M 6K8,,ImranMian,TRUE,Mississauga—Erin Mills
Parker,Archer,parker.archer083@example.com,5558162591,Nate Erskine-Smith,1940-09-10,107-681 Pinecrest Blvd,Aurora,L4G 3H9,,,TRUE,
Dakota,Prescott,dakota.prescott152@demoapp.dev,5558664131,Nate Erskine-Smith,1998-09-01,652 Hemlock Blvd,Ottawa,K1V 8G1,,,TRUE,Ottawa Centre
Finley,Sterling,finley.sterling119@demoapp.dev,5555212626,Nate Erskine-Smith,1996-09-01,286 Hawthorn Cres,Hamilton,L8V 4B6,Male,,TRUE,Hamilton Mountain
Morgan,Whitaker,morgan.whitaker091@example.com,5556167770,Nate Erskine-Smith,1968-09-01,803 Magnolia St,Strathroy,N7G 3H4,,,TRUE,Middlesex—London
Riley,Harrison,riley.harrison005@sandbox.net,5550906003,Nate Erskine-Smith,1968-09-01,330-171 Ash Blvd,Markham,L3S 3E5,,,TRUE,Markham—Thornhill
Jordan,Archer,jordan.archer160@samplemail.com,5553242371,Nate Erskine-Smith,1966-09-01,101 Maple Ave,Scarborough,M1N 2K6,Male,,TRUE,Scarborough Southwest
Parker,Dalton,parker.dalton189@sandbox.net,5556495834,Nate Erskine-Smith,1962-09-01,638 Ash Ln,Mississauga,L5M 7X7,,faisaljavaid,TRUE,Mississauga—Erin Mills
Skyler,Whitaker,skyler.whitaker203@demoapp.dev,5555729632,Nate Erskine-Smith,1959-09-01,241-670 Riverstone Ave,toronto,M2N 2L7,M,,TRUE,Willowdale
Parker,Oakley,parker.oakley118@example.com,5552797785,Nate Erskine-Smith,1956-09-01,398 Riverstone Pl,Lanark,K7A 4L6,,,TRUE,Lanark—Frontenac
Peyton,Harrison,peyton.harrison014@demoapp.dev,5553042511,Nate Erskine-Smith,1950-09-01,207-833 Stonebridge Ln,Toronto,M4E 3J6,,,TRUE,Beaches—East York
Avery,Jamison,avery.jamison197@testmail.org,5556164721,Nate Erskine-Smith,2003-08-09,274-359 Magnolia Cres,Scarborough Southwest,M1L 1T1,,,TRUE,Scarborough Southwest
Tatum,Sterling,tatum.sterling231@example.com,5551056213,Nate Erskine-Smith,1997-08-09,579 Stonebridge Rd,Scarborough,M1B 5J5,,,TRUE,Scarborough North
Riley,Bennett,riley.bennett236@testmail.org,5552114838,Nate Erskine-Smith,1987-08-09,929 Laurel Ln,Kitchener,N2M 1C2,,,TRUE,Kitchener Centre
Emerson,Langley,emerson.langley223@testmail.org,5551860856,Nate Erskine-Smith,1985-08-09,937 Riverstone St,Mississauga,L5B 3G5,M,HarminderDhillon,TRUE,Mississauga Centre
Riley,Langley,riley.langley049@sandbox.net,5551860856,Nate Erskine-Smith,1985-08-09,937 Riverstone St,Mississauga,L5B 3G5,F,HarminderDhillon,TRUE,Mississauga Centre
Quinn,Langley,quinn.langley039@testmail.org,5551860856,Nate Erskine-Smith,1985-08-09,873 Silverleaf Rd,Mississauga,L5B 3G5,,HarminderDhillon,TRUE,Mississauga Centre
Dakota,Oakley,dakota.oakley118@testmail.org,5554238362,Nate Erskine-Smith,1982-08-09,359 Riverstone Rd,Owen Sound,N4K 4K3,,BarryNaymark,TRUE,Bruce—Grey—Owen Sound
Sawyer,Bennett,sawyer.bennett233@samplemail.com,5557572531,Nate Erskine-Smith,1979-08-09,329-625 Laurel Terr,Ottawa,K1K 2T7,,,TRUE,Ottawa—Vanier—Gloucester
Finley,Monroe,finley.monroe182@sandbox.net,5556981523,Nate Erskine-Smith,1972-08-09,147 Silverleaf Ln,Brampton,L6X 1M1,Female,MattNoble,TRUE,Brampton Centre
Harper,Bennett,harper.bennett162@example.com,5553621753,Nate Erskine-Smith,1963-08-09,763 Juniper Ave,East York,M4B 3C5,,,TRUE,Beaches—East York
Tatum,Sterling,tatum.sterling138@testmail.org,5553902529,Nate Erskine-Smith,1962-08-09,635 Willow Ave,Mississauga,L5B 3L7,M,ACVote,TRUE,Mississauga Centre
Tatum,Sterling,tatum.sterling135@example.com,5553902529,Nate Erskine-Smith,1962-08-09,635 Willow Ave,Mississauga,L5B 3L7,M,ACVote,TRUE,Mississauga Centre
Tatum,Sterling,tatum.sterling173@example.com,5553902529,Nate Erskine-Smith,1962-08-09,635 Willow Ave,Mississauga,L5B 3L7,M,ACVote,TRUE,Mississauga Centre
Sloane,Dalton,sloane.dalton133@testmail.org,5550816739,Nate Erskine-Smith,1958-08-09,271 Stonebridge Terr,Hamilton,L8K 4W1,,SherryBowman,TRUE,Hamilton Centre
Avery,Sterling,avery.sterling188@demoapp.dev,5552838983,Nate Erskine-Smith,1950-08-09,549 Hawthorn Cres,Milton,L9T 6R4,,kashifyousaf,TRUE,Milton East—Halton Hills South
Taylor,Langley,taylor.langley061@testmail.org,5557038221,Nate Erskine-Smith,1940-08-09,231 Ash Rd,Perth,K7H 3L8,,,TRUE,Lanark—Frontenac
Finley,Fitzgerald,finley.fitzgerald117@samplemail.com,5551168996,Nate Erskine-Smith,1984-08-08,983 Hawthorn Terr,Toronto,M4L 3L3,,,TRUE,Beaches—East York
Harper,Langley,harper.langley224@sandbox.net,5556625617,Nate Erskine-Smith,1962-08-08,123 Willow Ave,Toronto,M1H 2N8,,HALIMMIAH,TRUE,Scarborough—Woburn
Reese,Thatcher,reese.thatcher079@samplemail.com,5552309489,Nate Erskine-Smith,1952-08-08,518 Laurel Ln,Paris,N3L 2W5,M,,TRUE,Flamborough—Glanbrook—Brant North
Parker,Dalton,parker.dalton034@demoapp.dev,5557646722,Nate Erskine-Smith,1945-08-08,117 Riverstone Terr,Burlington,L7T 4B6,,,TRUE,Burlington
Jordan,Fitzgerald,jordan.fitzgerald087@example.com,5558668887,Nate Erskine-Smith,1943-08-08,356 Sycamore Ave,Toronto,M4B 2J8,,AnneKane,TRUE,Scarborough Southwest
Skyler,Everett,skyler.everett093@samplemail.com,5554826719,Nate Erskine-Smith,1941-08-08,712 Elm Terr,Petrolia,N0N 1R0,,,TRUE,Sarnia—Lambton—Bkejwanong
Jordan,Fitzgerald,jordan.fitzgerald145@example.com,5556686698,Nate Erskine-Smith,1941-08-08,918 Ash Ln,Goodwood,L0C 1A0,,,TRUE,York—Durham
Riley,Jamison,riley.jamison124@sandbox.net,5554425860,Nate Erskine-Smith,1941-08-08,265-503 Maple Ln,Toronto,M6R 1Y4,,,TRUE,Taiaiako'n—Parkdale—High Park
Morgan,Whitaker,morgan.whitaker118@example.com,5559716354,Nate Erskine-Smith,1940-08-08,478 Silverleaf Dr,Newmarket,L3Y 4M1,Male,,TRUE,Newmarket—Aurora
Finley,Callaghan,finley.callaghan251@samplemail.com,5557443329,Nate Erskine-Smith,1989-08-07,726 Hemlock Way,Scarborough,M1J 2N9,,,TRUE,Scarborough—Woburn
Reese,Fitzgerald,reese.fitzgerald250@example.com,5551599643,Nate Erskine-Smith,1987-08-07,696 Birch Cres,Nepean,K2J 6B1,,LilyBlackwell,TRUE,Nepean
Emerson,Bennett,emerson.bennett228@demoapp.dev,5556206736,Nate Erskine-Smith,1973-08-07,647 Juniper St,Windsor,N9W 4B9,,,TRUE,
Parker,Jamison,parker.jamison017@demoapp.dev,5550306680,Nate Erskine-Smith,1960-08-07,191-720 Birch Pl,Toronto,M4L 3G8,,,TRUE,Beaches—East York
Finley,Prescott,finley.prescott119@sandbox.net,5554343574,Nate Erskine-Smith,1958-08-07,117-200 Riverstone Dr,Toronto,M5R 3E4,,,TRUE,Toronto—St. Paul's
Finley,Prescott,finley.prescott214@testmail.org,5558719569,Nate Erskine-Smith,1952-08-07,169 Poplar Terr,Guelph,N1H 4G8,,,TRUE,Guelph
Harper,Monroe,harper.monroe056@sandbox.net,5558460278,Nate Erskine-Smith,1947-08-07,103-296 Foxglove Way,Guelph,N1L 0E2,,,TRUE,Wellington—Halton Hills North
Finley,Prescott,finley.prescott053@demoapp.dev,5554184256,Nate Erskine-Smith,1946-08-07,471 Chestnut St,Toronto,M4C 1B5,Male,ArthurNoronha,TRUE,Beaches—East York
Sloane,Everett,sloane.everett203@samplemail.com,5551007466,Nate Erskine-Smith,2002-08-06,857 Ash Dr,Scarborough,M1K 4G3,Male,ShishirPandey,TRUE,Scarborough—Woburn
Taylor,Archer,taylor.archer095@demoapp.dev,5552363663,Nate Erskine-Smith,2002-08-06,192 Willow St,East York,M4J 3B8,Female,,TRUE,Toronto—Danforth
Sawyer,Everett,sawyer.everett051@example.com,5551796568,Nate Erskine-Smith,1997-08-06,869 Foxglove St,Toronto,M4C 1B3,,,TRUE,Beaches—East York
Rowan,Noble,rowan.noble090@samplemail.com,5558887138,Nate Erskine-Smith,1990-08-06,288 Hemlock Ln,Brampton,L6S 1N3,,HarminderDhillon,TRUE,Brampton—Chinguacousy Park
Dakota,Prescott,dakota.prescott194@demoapp.dev,5552067825,Nate Erskine-Smith,1989-08-06,191-672 Elm Ln,Ottawa,K1R 0C5,,doveparmar,TRUE,
Finley,Whitaker,finley.whitaker189@example.com,5552529260,Nate Erskine-Smith,1986-08-06,773 Juniper Cres,Toronto,M5G 1P7,M,AmySymington,TRUE,University—Rosedale
Harper,Whitaker,harper.whitaker000@samplemail.com,5555525876,Nate Erskine-Smith,1986-08-06,220 Juniper Blvd,Toronto,M5G 1P7,,AmySymington,TRUE,University—Rosedale
Jordan,Callaghan,jordan.callaghan218@sandbox.net,5553462755,Nate Erskine-Smith,1980-08-06,397 Spruce Cres,Toronto,M4K 3E3,,,TRUE,Toronto—Danforth
Dakota,Thatcher,dakota.thatcher120@demoapp.dev,5558692680,Nate Erskine-Smith,1976-08-06,380 Stonebridge Pl,Toronto,M5A 3A1,,,TRUE,Toronto Centre
Reese,Sterling,reese.sterling017@example.com,5554444654,Nate Erskine-Smith,1959-08-06,181-194 Laurel Pl,Oakville,L6J 3X4,,,TRUE,Oakville East
Riley,Archer,riley.archer161@sandbox.net,5557679720,Nate Erskine-Smith,1956-08-06,770 Chestnut Rd,Sarnia,N7V 1K9,,,TRUE,Sarnia—Lambton—Bkejwanong
Quinn,Oakley,quinn.oakley246@example.com,5551176115,Nate Erskine-Smith,1951-08-06,591 Hemlock Pl,Scarborough,M1E 2K5,,,TRUE,Scarborough—Guildwood—Rouge Park
Morgan,Oakley,morgan.oakley248@demoapp.dev,5555972436,Nate Erskine-Smith,1948-08-06,897 Stonebridge Rd,,,,,TRUE,
Morgan,Oakley,morgan.oakley167@sandbox.net,5555972436,Nate Erskine-Smith,1948-08-06,897 Stonebridge Rd,,K0H 2L0,,,TRUE,Lanark—Frontenac
Riley,Oakley,riley.oakley182@testmail.org,5552994827,Nate Erskine-Smith,1948-08-06,897 Stonebridge Rd,Perth Road,K0H 2L0,,,TRUE,Lanark—Frontenac
Lennon,Jamison,lennon.jamison062@example.com,5556208977,Nate Erskine-Smith,1940-08-06,961 Chestnut Way,Kitchener,N2M 2W3,,,TRUE,Kitchener Centre
Avery,Kensington,avery.kensington120@example.com,5551538238,Nate Erskine-Smith,1992-08-05,847 Birch Blvd,Peterborough,K9K 0B1,,,TRUE,Peterborough
Avery,Harrison,avery.harrison198@example.com,5555795152,Nate Erskine-Smith,1991-08-05,146-184 Maple Cres,Brampton,L6Y 2P7,,,TRUE,Brampton South
Riley,Archer,riley.archer179@example.com,5556771155,Nate Erskine-Smith,1984-08-05,201-298 Willow Dr,Kitchener,N2H 6J4,Male,,TRUE,Kitchener Centre
Riley,Ramsey,riley.ramsey090@demoapp.dev,5552441451,Nate Erskine-Smith,1978-08-05,186-920 Foxglove Rd,Toronto,M1K 1G7,,SarwarChoudhury,TRUE,Scarborough Southwest
Parker,Gallagher,parker.gallagher134@testmail.org,5555036499,Nate Erskine-Smith,1971-08-05,997 Spruce St,Ottawa,K1S 2B6,,,TRUE,Ottawa Centre
Emerson,Fitzgerald,emerson.fitzgerald111@demoapp.dev,5557470021,Nate Erskine-Smith,1969-08-05,105 Hemlock Terr,North York,M3K 1K8,,,TRUE,York Centre
Morgan,Harrison,morgan.harrison078@testmail.org,5551473783,Nate Erskine-Smith,1968-08-05,757 Ash Pl,Cambridge,N1T 1X5,,AmirSaeed,TRUE,Cambridge
Finley,Archer,finley.archer028@demoapp.dev,5556854075,Nate Erskine-Smith,1963-08-05,990 Spruce Terr,Virgil,L0S 1T0,,,TRUE,Niagara Falls—Niagara-on-the-Lake
Sawyer,Dalton,sawyer.dalton215@samplemail.com,5552344121,Nate Erskine-Smith,1959-08-05,955 Birch Rd,Toronto,M4L 3B5,,,TRUE,Beaches—East York
Skyler,Bennett,skyler.bennett041@demoapp.dev,5553673940,Nate Erskine-Smith,1950-08-05,774 Laurel St,Nepean,K2G 0N6,,,TRUE,
Sawyer,Dalton,sawyer.dalton160@samplemail.com,5554887182,Nate Erskine-Smith,1946-08-05,218-392 Pinecrest Ln,Tavistock,N0B 2R0,,,TRUE,Oxford
Harper,Oakley,harper.oakley022@sandbox.net,5555005633,Nate Erskine-Smith,1944-08-05,664 Elm St,Trent Lakes,K0M 2A0,,,TRUE,Haliburton—Kawartha Lakes
Hayden,Bennett,hayden.bennett071@demoapp.dev,5555301645,Nate Erskine-Smith,1999-08-04,543 Willow Ave,Scarborough,M1H 1T1,,,TRUE,Scarborough—Woburn
Avery,Whitaker,avery.whitaker154@example.com,5559264178,Nate Erskine-Smith,1997-08-04,815 Stonebridge Rd,Brampton,L6Y 5K3,,sonudhanjudhillon,TRUE,Brampton South
Hayden,Prescott,hayden.prescott153@demoapp.dev,5558558086,Nate Erskine-Smith,1996-08-04,343 Chestnut Cres,Ottawa,K1P 6M8,,,TRUE,Ottawa Centre
Avery,Archer,avery.archer233@sandbox.net,5551986155,Nate Erskine-Smith,1992-08-04,814 Pinecrest St,Scarborough,M1L 3E9,,RemonIslam,TRUE,Scarborough Southwest
Avery,Archer,avery.archer094@testmail.org,5550452235,Nate Erskine-Smith,1992-08-04,486 Willow Way,Toronto,M1L 3E9,,,TRUE,Scarborough Southwest
Skyler,Whitaker,skyler.whitaker006@samplemail.com,5557100310,Nate Erskine-Smith,1989-08-04,468 Cedar Ave,Toronto,M4S 3H6,,,TRUE,Toronto—St. Paul's
Parker,Kensington,parker.kensington143@sandbox.net,5554185533,Nate Erskine-Smith,1983-08-04,838 Hawthorn Dr,Toronto,M4E 1V6,,,TRUE,Beaches—East York
Hayden,Kensington,hayden.kensington224@samplemail.com,5553693619,Nate Erskine-Smith,1979-08-04,185-912 Cedar Way,Manotick,K4M 1C4,,,TRUE,Carleton
Finley,Whitaker,finley.whitaker170@example.com,5558731179,Nate Erskine-Smith,1977-08-04,905 Ash Rd,Guelph,N1E 7K8,,,TRUE,
Peyton,Oakley,peyton.oakley012@samplemail.com,5559014209,Nate Erskine-Smith,1969-08-04,856 Magnolia Rd,Scarborough,M1R 3N6,M,HALIMMIAH,TRUE,Scarborough Centre—Don Valley East
Sawyer,Whitaker,sawyer.whitaker101@samplemail.com,5555935543,Nate Erskine-Smith,1967-08-04,590 Juniper Ave,Burlington,L7R 1L3,,,TRUE,Burlington
Tatum,Ramsey,tatum.ramsey145@example.com,5550701411,Nate Erskine-Smith,1959-08-04,976 Riverstone Way,Drumbo,N0J 1G0,Female,RyanCarlsen,TRUE,Oxford
Jordan,Sterling,jordan.sterling154@example.com,5552333283,Nate Erskine-Smith,1952-08-04,307 Laurel Pl,London,N5X 3H8,,ACVote,TRUE,London Centre
Rowan,Fitzgerald,rowan.fitzgerald012@example.com,5553778924,Nate Erskine-Smith,1951-08-04,217 Riverstone Ln,Toronto,M4G 0A2,,,TRUE,York South—Weston—Etobicoke
Sloane,Harrison,sloane.harrison171@testmail.org,5552310012,Nate Erskine-Smith,1947-08-04,563 Birch Ave,Aurora,L4G 2Z5,,,TRUE,Aurora—Oak Ridges—Richmond Hill
Dakota,Kensington,dakota.kensington182@demoapp.dev,5556831286,Nate Erskine-Smith,1943-08-04,380 Poplar Cres,Toronto,M3C 3M8,,,TRUE,Don Valley West
Riley,Jamison,riley.jamison010@samplemail.com,5555873367,Nate Erskine-Smith,2003-08-31,345-815 Sycamore Pl,St Thomas,N5P 4L3,,JonathanJuha,TRUE,
Morgan,Jamison,morgan.jamison234@testmail.org,5559751912,Nate Erskine-Smith,2000-08-31,921 Hawthorn Cres,Scarborough Southwest,M1K 2B9,,,TRUE,Scarborough Southwest
Jordan,Harrison,jordan.harrison160@sandbox.net,5559351674,Nate Erskine-Smith,1996-08-31,852 Cedar Dr,Mississauga,L5M 1R2,,faisaljavaid,TRUE,Mississauga—Streetsville
Sloane,Archer,sloane.archer214@sandbox.net,5552271484,Nate Erskine-Smith,1986-08-31,236 Hemlock Blvd,Scarborough,M1J 2M9,,ShishirPandey,TRUE,Scarborough—Woburn
Dakota,Dalton,dakota.dalton058@sandbox.net,5555846136,Nate Erskine-Smith,1985-08-31,109-540 Ash Ave,Brampton,L6R 0J2,,HarminderDhillon,TRUE,Brampton North—Caledon
Peyton,Jamison,peyton.jamison013@example.com,5552676777,Nate Erskine-Smith,1968-08-31,355-567 Elm Dr,Mississauga,L4Z 3N3,M,ACVote,TRUE,Mississauga—Malton
Tatum,Jamison,tatum.jamison025@samplemail.com,5552676777,Nate Erskine-Smith,1968-08-31,355-567 Elm Dr,Mississauga,L4Z 3N3,F,ACVote,TRUE,Mississauga—Malton
